ID,Event,Frame,Cell kind,Coordinates
88,entry,974,1,350.0100502512563,135.76381909547743
87,entry,1065,1,350.41000000000014,136.15999999999994
55,entry,1126,1,350.0909090909092,69.98989898989893
76,entry,1178,1,350.0904522613066,133.11055276381913
33,entry,1184,1,350.01,68.93999999999997
11,entry,1240,1,350.11557788944714,63.33668341708544
77,entry,1267,1,350.08542713567863,135.34673366834173
32,entry,1284,1,350.17999999999995,72.54499999999999
44,entry,1304,1,350.22222222222223,81.62121212121215
86,entry,1367,1,350.1717171717171,131.65656565656556
43,entry,1389,1,350.25500000000017,84.94999999999995
10,entry,1401,1,350.00505050505035,64.11111111111111
31,entry,1421,1,350.0150753768846,74.61306532663322
74,entry,1464,1,350.0350000000001,134.375
54,entry,1466,1,350.32,88.13000000000007
9,entry,1543,1,350.08499999999987,64.15499999999999
75,entry,1545,1,350.1256281407036,128.02512562814061
41,entry,1546,1,350.1616161616161,87.99494949494948
22,entry,1555,1,350.00000000000006,75.0050251256281
84,entry,1628,1,350.0050505050504,135.77272727272728
8,entry,1642,1,350.0603015075379,64.44221105527636
63,entry,1649,1,350.11111111111137,87.50000000000001
73,entry,1695,1,350.05025125628134,120.30150753768842
42,entry,1698,1,350.1457286432162,74.06030150753769
85,entry,1754,1,350.1717171717174,136.16666666666666
21,entry,1780,1,350.02487562189066,72.59701492537309
40,entry,1785,1,350.0600000000001,86.47999999999995
96,entry,1852,1,350.1457286432162,125.20603015075376
6,entry,1877,1,350.00510204081655,63.22959183673468
30,entry,1883,1,350.1658291457287,76.08040201005024
83,entry,1893,1,350.09045226130644,136.62311557788942
62,entry,1925,1,350.1700000000004,115.31500000000003
52,entry,1932,1,350.0895522388059,86.18407960199008
72,entry,1993,1,350.0909090909092,127.36363636363637
5,entry,2018,1,350.0858585858586,72.02020202020203
66,entry,2043,1,350.11000000000024,111.88499999999998
38,entry,2050,1,350.02525252525226,89.4141414141414
7,entry,2090,1,350.1005025125628,63.67336683417084
29,entry,2127,1,350.0555555555557,83.06565656565657
60,entry,2167,1,350.20603015075403,108.87437185929645
51,entry,2169,1,350.05527638190944,124.60301507537683
55,exit,2194,1,550.2562814070353,100.59296482412056
39,entry,2232,1,350.0854271356783,89.76884422110552
33,exit,2255,1,550.0349999999995,93.155
99,entry,2296,1,350.0454545454546,136.7676767676768
88,exit,2311,1,550.2474747474749,104.28787878787878
28,entry,2321,1,350.1608040201007,81.41708542713562
44,exit,2331,1,550.19,91.27999999999994
20,entry,2334,1,350.07575757575756,65.09595959595956
70,entry,2353,1,350.25252525252506,121.01515151515153
87,exit,2373,1,550.0909090909091,113.0858585858586
11,exit,2384,1,550.0251256281402,83.63819095477386
27,entry,2391,1,350.00507614213194,98.41624365482235
76,exit,2392,1,550.0606060606057,99.89393939393936
81,entry,2414,1,350.0505050505055,133.6818181818182
77,exit,2417,1,550.0899999999999,121.96000000000004
18,entry,2444,1,350.0252525252525,82.90404040404039
32,exit,2452,1,550.0349999999997,90.04000000000003
43,exit,2452,1,550.0248756218907,107.35820895522384
3,entry,2472,1,350.04522613065325,68.5929648241206
86,exit,2496,1,550.1099999999999,100.22499999999997
59,entry,2518,1,350.0656565656566,104.8383838383838
19,entry,2565,1,350.0151515151517,63.95959595959596
31,exit,2573,1,550.247474747475,94.85353535353532
65,entry,2577,1,350.04000000000013,122.92499999999995
41,exit,2601,1,550.1850000000001,114.53000000000004
36,entry,2614,1,350.0150753768844,84.39698492462311
10,exit,2621,1,550.0349999999995,85.12000000000006
53,entry,2632,1,350.13567839195986,96.72864321608043
54,exit,2642,1,550.0799999999998,107.03499999999998
80,entry,2658,1,350.03535353535364,136.7727272727273
15,entry,2685,1,350.05025125628134,67.81407035175884
22,exit,2699,1,550.005,98.2699999999999
74,exit,2706,1,550.2110552763814,113.40201005025125
25,entry,2747,1,350.0812182741118,84.06091370558374
49,entry,2767,1,350.00500000000005,116.73499999999997
75,exit,2773,1,550.2424242424239,115.18181818181816
42,exit,2797,1,550.1859296482412,89.90452261306534
68,entry,2834,1,350.06060606060606,106.08080808080807
9,exit,2842,1,550.0202020202017,102.24242424242424
4,entry,2849,1,350.19289340101534,65.2335025380711
93,entry,2855,1,350.02010050251255,132.03015075376874
63,exit,2860,1,550.1750000000001,114.53500000000007
35,entry,2870,1,350.00000000000017,87.32828282828284
21,exit,2879,1,550.282828282828,87.69696969696972
73,exit,2928,1,550.1608040201005,100.87939698492463
69,entry,2940,1,350.0355329949239,112.76142131979694
40,exit,2965,1,550.0999999999999,90.25000000000006
84,exit,2966,1,550.3065326633163,111.95979899497492
1,entry,2976,1,350.105527638191,65.0552763819095
82,entry,3001,1,350.1005025125629,136.62814070351766
85,exit,3031,1,550.02,107.42999999999999
71,entry,3039,1,350.1827411167512,124.58375634517766
8,exit,3046,1,550.1442786069648,90.00995024875618
61,entry,3046,1,350.12626262626225,87.80808080808077
37,entry,3072,1,350.06565656565647,102.6313131313131
30,exit,3094,1,550.1105527638185,107.45728643216086
96,exit,3104,1,550.121212121212,121.46969696969695
6,exit,3140,1,550.1457286432162,98.69346733668341
79,entry,3156,1,350.1010101010102,134.89393939393946
26,entry,3157,1,350.05000000000007,78.41000000000003
16,entry,3163,1,350.0351758793969,63.60804020100507
62,exit,3174,1,550.2388059701491,116.57711442786066
52,exit,3187,1,550.0349999999999,87.425
47,entry,3197,1,350.1450000000001,95.57499999999999
5,exit,3210,1,550.0100000000003,104.98999999999994
78,entry,3241,1,350.0150753768844,118.06030150753769
90,entry,3243,1,350.09045226130684,107.02010050251258
72,exit,3269,1,550.05,116.20499999999998
66,exit,3272,1,550.2979797979798,104.59090909090916
97,entry,3292,1,350.10152284263967,135.07614213197974
34,entry,3308,1,350.01515151515144,76.24242424242428
38,exit,3316,1,550.1818181818185,91.31313131313135
91,entry,3331,1,350.03535353535364,125.30303030303028
23,entry,3353,1,350.06532663316585,93.3869346733668
51,exit,3371,1,550.0301507537686,122.78391959798991
83,exit,3378,1,550.0402010050253,105.48743718592964
2,entry,3438,1,350.11616161616166,65.61616161616162
29,exit,3443,1,550.2160804020098,93.63819095477386
58,entry,3446,1,350.02010050251266,77.04522613065328
7,exit,3447,1,550.2399999999998,80.55499999999994
48,entry,3467,1,350.0398009950249,100.08457711442789
39,exit,3469,1,550.1849999999996,108.98
20,exit,3511,1,550.2249999999993,83.85000000000001
56,entry,3515,1,350.0552763819094,123.22110552763823
28,exit,3518,1,550.0656565656566,100.7020202020202
60,exit,3540,1,550.1313131313128,114.2676767676768
99,exit,3588,1,550.0502512562812,93.65326633165829
92,entry,3628,1,350.0454545454546,127.6919191919192
13,entry,3633,1,350.005025125628,92.07035175879398
81,exit,3644,1,550.0845771144276,105.32835820895524
18,exit,3666,1,550.045226130653,114.19095477386927
70,exit,3674,1,550.045,87.59
89,entry,3682,1,350.01499999999993,102.80499999999994
45,entry,3702,1,350.07537688442204,79.14572864321612
67,entry,3714,1,350.08542713567846,112.83417085427135
24,entry,3720,1,350,63.07035175879399
98,entry,3722,1,350.1060606060607,135.13131313131316
3,exit,3741,1,550.1206030150753,95.65326633165832
64,entry,3773,1,350.16582914572905,123.89949748743713
27,exit,3781,1,550.0999999999999,103.66999999999999
36,exit,3823,1,550.0854271356786,90.94974874371864
