ID,Event,Frame,Cell kind,Coordinates
33,entry,991,1,350.2512562814068,65.72864321608046
44,entry,1024,1,350.15500000000003,79.65499999999999
99,entry,1031,1,350.015,135.3899999999999
66,entry,1081,1,350.1343283582089,98.92537313432838
10,entry,1083,1,350.1356783919598,65.15577889447233
88,entry,1118,1,350.01507537688457,129.35678391959794
32,entry,1156,1,350.025,75.74499999999995
22,entry,1175,1,350.1522842639593,64.88832487309645
55,entry,1196,1,350.25125628140717,90.25125628140704
76,entry,1210,1,350.0450000000001,125.98500000000003
98,entry,1212,1,350.01515151515173,136.46464646464665
65,entry,1236,1,350.03000000000003,100.47000000000006
11,entry,1250,1,350.1256281407037,65.2261306532663
43,entry,1273,1,350.1262626262627,88.56565656565652
63,entry,1298,1,350.0552763819098,112.98994974874377
42,entry,1302,1,350.01015228426405,75.989847715736
64,entry,1307,1,350.1173469387756,101.57142857142861
77,entry,1308,1,350.16666666666674,124.17676767676772
87,entry,1312,1,350.13705583756365,134.35532994923852
20,entry,1349,1,350.1105527638191,64.32160804020099
51,entry,1403,1,350.020202020202,107.6565656565656
54,entry,1407,1,350.19796954314734,90.98984771573608
41,entry,1409,1,350.01010101010127,79.88383838383844
74,entry,1478,1,350.18274111675123,116.94923857868024
53,entry,1495,1,350.03076923076924,90.27692307692307
97,entry,1510,1,350.0406091370557,134.18274111675123
30,entry,1528,1,350.0964467005074,74.92385786802029
52,entry,1540,1,350.1370558375635,101.16243654822337
31,entry,1616,1,350.091836734694,74.08163265306113
75,entry,1616,1,350.0507614213202,136.9796954314721
85,entry,1630,1,350.22959183673476,125.78571428571428
50,entry,1663,1,350.03553299492387,106.37563451776654
29,entry,1673,1,350.010152284264,87.41116751269037
73,entry,1705,1,350.0867346938775,118.3418367346938
21,entry,1711,1,350.06666666666695,63.57948717948717
19,entry,1745,1,350.0964467005075,75.57360406091375
38,entry,1790,1,350.0153061224489,100.62244897959178
61,entry,1791,1,350.0867346938779,119.47448979591836
40,entry,1813,1,350.1785714285714,89.03061224489797
33,exit,1854,1,550.0799999999999,103.435
95,entry,1882,1,350.01530612244903,128.5510204081633
18,entry,1908,1,350.0659898477157,75.65989847715733
66,exit,1928,1,550.1194029850748,93.53233830845771
71,entry,1971,1,350.0000000000001,107.5408163265306
39,entry,1997,1,350.010152284264,84.63451776649751
84,entry,2008,1,350.01015228426434,119.45177664974617
86,entry,2012,1,350.09090909090924,135.2272727272728
99,exit,2023,1,550.0799999999997,106.16499999999998
48,entry,2041,1,350.00000000000017,95.08585858585855
44,exit,2072,1,550.0251256281404,92.6984924623116
28,entry,2077,1,350.10552763819095,79.56783919597987
8,entry,2079,1,350.01515151515144,64.52525252525257
88,exit,2108,1,550.0000000000001,103.07500000000005
76,exit,2129,1,550.0249999999997,117.05499999999999
62,entry,2131,1,350.0609137055837,109.77664974619289
93,entry,2136,1,350.06565656565664,125.09595959595957
10,exit,2138,1,550.0399999999995,87.88500000000003
36,entry,2181,1,350.17676767676755,84.2474747474748
55,exit,2190,1,550.1534653465341,112.70297029702974
22,exit,2192,1,550.0348258706464,97.08457711442787
82,entry,2240,1,350.15228426395925,105.76649746192892
11,exit,2249,1,550.01,87.93499999999996
65,exit,2268,1,550.0452261306532,109.9195979899498
26,entry,2269,1,350.0000000000001,74.85858585858588
6,entry,2273,1,350.01522842639594,63.314720812182735
98,exit,2311,1,550.2099999999999,118.39000000000003
32,exit,2319,1,550.2277227722768,98.18316831683173
60,entry,2321,1,350.28934010152284,96.38071065989845
70,entry,2331,1,350.0656565656566,117.62121212121214
42,exit,2375,1,550.0249999999995,91.295
77,exit,2393,1,550.0099999999994,114.70000000000003
5,entry,2406,1,350.0203045685282,75.65482233502533
59,entry,2416,1,350.01515151515173,105.15151515151517
43,exit,2429,1,550.0502512562812,104.2010050251256
69,entry,2438,1,350.1060606060609,120.3080808080808
54,exit,2442,1,550.0804020100501,84.31155778894475
63,exit,2480,1,550.0149253731338,123.4776119402985
37,entry,2488,1,350.00000000000006,90.86363636363636
9,entry,2490,1,350.24623115577873,65.1959798994975
83,entry,2500,1,350.09137055837544,128.27411167512696
64,exit,2512,1,550.1194029850742,110.33333333333334
41,exit,2526,1,550.0404040404045,95.44949494949488
53,exit,2539,1,550.0746268656718,80.5771144278607
51,exit,2561,1,550.0099009900989,119.91089108910893
47,entry,2581,1,350.00000000000006,98.74242424242425
79,entry,2582,1,350.07106598984797,114.79695431472084
96,entry,2598,1,350.0353535353535,136.58585858585863
25,entry,2607,1,350.02525252525265,79.24747474747475
30,exit,2609,1,550.0299999999992,97.7
87,exit,2622,1,550.2199999999997,115.53999999999998
74,exit,2684,1,550.0990099009902,104.29702970297025
31,exit,2691,1,550.0351758793967,91.63819095477382
49,entry,2703,1,350.10050251256285,89.87939698492463
17,entry,2704,1,350.005025125628,71.77386934673369
58,entry,2711,1,350.0251256281407,116.29648241206027
85,exit,2736,1,550.2412060301508,111.26130653266331
34,entry,2776,1,350.0355329949239,99.95431472081223
52,exit,2780,1,550.0854271356787,98.87939698492468
20,exit,2795,1,550.0904522613067,86.90954773869342
73,exit,2802,1,550.1658291457286,116.47236180904521
72,entry,2822,1,350,122.3350253807107
14,entry,2828,1,350.0454545454544,82.03030303030303
19,exit,2852,1,550.0049999999998,87.77999999999999
29,exit,2875,1,550.1243781094523,103.20895522388068
68,entry,2879,1,350.0251256281408,107.14070351758791
15,entry,2888,1,350.14572864321633,64.94974874371864
40,exit,2925,1,550.1,92.77499999999999
50,exit,2947,1,550.0299999999996,107.71500000000002
2,entry,2964,1,350.020304568528,75.53299492385781
38,exit,2977,1,550.140703517588,87.77386934673366
24,entry,2982,1,350.0404040404041,96.34343434343438
97,exit,2997,1,550.1658291457285,116.48743718592962
94,entry,3000,1,350.11616161616183,135.1262626262627
46,entry,3003,1,350.1005025125625,105.91457286432167
89,entry,3006,1,350.02010050251266,118.02512562814069
61,exit,3033,1,550.0398009950245,101.60696517412939
39,exit,3092,1,550.0995024875618,93.72636815920401
21,exit,3102,1,550.1249999999997,82.15
75,exit,3117,1,550.2713567839197,106.86934673366838
13,entry,3131,1,350.00000000000017,74.58080808080807
91,entry,3148,1,350.0202020202018,119.10606060606062
56,entry,3158,1,350.0150753768846,104.39195979899496
18,exit,3179,1,550.0899999999997,96.03499999999997
90,entry,3187,1,350.05555555555566,130.8686868686869
28,exit,3223,1,550.21,86.90499999999997
84,exit,3225,1,550.1399999999996,105.72999999999999
27,entry,3236,1,350.01005025125625,85.20100502512568
81,entry,3262,1,350.0653266331657,132.4673366834171
71,exit,3301,1,550.2200000000003,115.33000000000003
48,exit,3304,1,550.1809045226128,98.49246231155782
36,exit,3318,1,550.0550000000001,86.22000000000001
3,entry,3339,1,350.0603015075377,75.53266331658297
45,entry,3346,1,350.0804020100503,100.51256281407038
67,entry,3349,1,350.04040404040387,115.3939393939394
62,exit,3371,1,550.1557788944723,109.01005025125629
4,entry,3374,1,350.04040404040404,64.66666666666661
82,exit,3395,1,550.1658291457283,82.32160804020096
92,entry,3397,1,350.0151515151515,130.00505050505058
93,exit,3444,1,550.1457286432161,97.54773869346728
95,exit,3464,1,550.0796019900497,114.18407960199005
26,exit,3467,1,550.0150000000001,76.41499999999999
57,entry,3493,1,350.1300000000001,113.22500000000005
70,exit,3514,1,550.0200000000003,102.76499999999999
23,entry,3522,1,350.0603015075378,89.69849246231156
78,entry,3524,1,350.211055276382,134.98492462311546
8,exit,3525,1,550.2049999999995,82.90500000000002
80,entry,3547,1,350.13567839195986,124.48743718592961
35,entry,3577,1,350.0753768844221,103.97487437185933
60,exit,3586,1,550.015075376884,90.57286432160807
59,exit,3593,1,550.0252525252523,107.29292929292927
12,entry,3604,1,350.0050251256283,79.86934673366834
7,entry,3606,1,350.0904522613067,65.29145728643213
86,exit,3648,1,550.084577114428,115.54726368159201
69,exit,3692,1,550.2550000000002,102.61999999999999
100,entry,3717,1,350.1306532663318,135.1859296482412
1,entry,3738,1,350.06500000000017,67.45500000000007
6,exit,3741,1,550.1039603960396,94.82178217821784
37,exit,3760,1,550.0547263681591,110.53731343283577
5,exit,3804,1,550.065,90.00500000000001
79,exit,3826,1,550.2160804020094,106.58793969849243
83,exit,3836,1,550.0954773869345,117.75879396984931
16,entry,3911,1,350.0200000000001,64.05499999999999
47,exit,3915,1,550.1442786069656,101.04477611940305
58,exit,3937,1,550.0454545454545,116.2070707070707
9,exit,3979,1,550.1457286432155,93.97487437185926
68,exit,4011,1,550.2160804020095,120.12060301507536
49,exit,4065,1,550.0100502512557,107.643216080402
25,exit,4073,1,550.0499999999995,90.91999999999993
96,exit,4096,1,550.1717171717171,120.21212121212125
14,exit,4126,1,550.2964824120605,86.1005025125628
34,exit,4156,1,550.1859296482411,100.43718592964827
72,exit,4180,1,550.0749999999995,112.76999999999998
46,exit,4221,1,550.0707070707069,96.11616161616163
94,exit,4287,1,550.0603015075376,117.46231155778895
17,exit,4297,1,550.1464646464644,91.23737373737376
2,exit,4376,1,550.1206030150748,80.40703517587941
89,exit,4377,1,550.1492537313434,95.6666666666666
24,exit,4466,1,550.0202020202017,90.40404040404039
90,exit,4532,1,550.02,120.08000000000003
91,exit,4634,1,550.0000000000001,100.18090452261306
67,exit,4777,1,550.0507614213193,118.46700507614212
ID,Event,Frame,Cell kind,Coordinates
77,entry,946,1,350.01990049751254,129.53731343283582
88,entry,1026,1,350.04499999999996,133.71000000000012
33,entry,1045,1,350.0150753768846,64.07537688442211
66,entry,1110,1,350.2349999999999,89.06999999999996
54,entry,1117,1,350.07000000000005,105.72999999999995
44,entry,1118,1,350,76.70351758793973
21,entry,1172,1,350.2300000000002,66.73999999999998
55,entry,1174,1,350.0954773869347,90.91959798994975
74,entry,1202,1,350.23618090452277,130.11055276381907
65,entry,1252,1,350.1675126903553,96.76649746192899
76,entry,1261,1,350.1641791044778,118.94029850746266
