ID,Event,Frame,Cell kind,Coordinates
66,entry,940,1,350.02010050251243,108.16080402010051
33,entry,966,1,350.1641791044775,64.67164179104479
99,entry,983,1,350.1206030150756,136.61809045226133
77,entry,1038,1,350.11999999999983,113.49499999999999
44,entry,1066,1,350.0549999999999,85.86499999999998
55,entry,1093,1,350.3449999999998,103.23500000000003
65,entry,1094,1,350.1534653465347,120.26732673267331
11,entry,1110,1,350.04,63.029999999999994
88,entry,1175,1,350.0800000000003,136.52999999999997
43,entry,1184,1,350.08999999999975,91.04999999999994
87,entry,1185,1,350.1249999999998,124.64999999999999
54,entry,1190,1,350.15999999999997,81.04999999999997
22,entry,1207,1,350.0502512562814,72.65326633165832
76,entry,1218,1,350.1293532338307,111.38805970149252
10,entry,1248,1,350.1116751269035,63.02538071065992
53,entry,1263,1,350.0301507537685,101.58793969849245
64,entry,1279,1,350.0449999999999,118.75500000000002
42,entry,1302,1,350.08499999999987,91.45999999999997
32,entry,1375,1,350.05527638190983,71.67336683417079
73,entry,1394,1,350.0353535353537,118.77272727272728
86,entry,1396,1,350.1464646464646,130.53030303030314
75,entry,1414,1,350.09595959595947,106.67171717171722
21,entry,1415,1,350.48241206030156,85.3819095477387
52,entry,1450,1,350.04568527918804,96.88324873096448
98,entry,1487,1,350.035532994924,120.59390862944169
97,entry,1492,1,350,134.53807106598998
20,entry,1498,1,350.02030456852793,64.63959390862944
31,entry,1516,1,350.03535353535375,87.17676767676765
62,entry,1611,1,350.1128205128206,120.57435897435899
61,entry,1619,1,350.0306122448979,104.43877551020407
19,entry,1631,1,350.06060606060595,67.14141414141413
18,entry,1633,1,350.03030303030306,79.69696969696972
41,entry,1749,1,350.0408163265305,87.61734693877551
8,entry,1755,1,350.0659898477158,63.50253807106597
72,entry,1786,1,350.1573604060914,116.53299492385791
50,entry,1818,1,350.08121827411173,94.62944162436547
28,entry,1829,1,350.1479591836735,76.18367346938771
85,entry,1878,1,350.0552763819096,121.81407035175882
59,entry,1886,1,350.0151515151516,104.46969696969693
33,exit,1895,1,550.0299999999997,93.905
96,entry,1920,1,350.07106598984785,131.5126903553299
77,exit,1946,1,550.1499999999997,108.72000000000003
9,entry,1953,1,350.0000000000001,70.41836734693878
74,entry,2024,1,350.02020202020185,113.4343434343435
65,exit,2025,1,550.2261306532666,102.21105527638187
84,entry,2043,1,350.11282051282046,135.9179487179487
38,entry,2056,1,350.10659898477155,94.03045685279183
40,entry,2096,1,350.1479591836736,82.01530612244909
44,exit,2109,1,550.1407035175878,87.95477386934668
55,exit,2115,1,550.0250000000001,110.91500000000003
17,entry,2120,1,350.09693877551024,62.719387755102034
66,exit,2126,1,550.0750000000003,99.21999999999997
60,entry,2130,1,350.04568527918786,111.37563451776653
83,entry,2178,1,350.1666666666665,127.31818181818176
70,entry,2183,1,350.1306532663317,98.09547738693465
87,exit,2191,1,550.1507537688443,107.70351758793967
51,entry,2239,1,350.030303030303,88.17171717171712
43,exit,2243,1,550.1407035175876,93.20603015075378
30,entry,2254,1,350.0100502512564,77.70351758793967
47,entry,2282,1,350.0862944162436,110.94923857868021
99,exit,2293,1,550.1293532338308,112.21890547263682
76,exit,2319,1,550.1758793969846,93.25628140703512
22,exit,2337,1,550.085,78.86
27,entry,2337,1,350.10050251256297,64.46733668341714
49,entry,2369,1,350.0152284263962,100.0710659898477
53,exit,2370,1,550.1700000000002,115.70999999999998
71,entry,2373,1,350.0252525252526,115.5707070707071
94,entry,2395,1,350.1370558375635,129.33502538071053
11,exit,2411,1,550.1492537313429,96.14427860696523
21,exit,2418,1,550.1306532663316,82.30653266331656
54,exit,2426,1,550.1407035175878,108.14070351758797
37,entry,2428,1,350.02020202020213,83.34343434343441
39,entry,2460,1,350.1565656565656,97.33838383838385
88,exit,2484,1,550.049751243781,115.85074626865674
64,exit,2501,1,550.0552763819092,95.67839195979901
29,entry,2507,1,350.1224489795919,76.87755102040819
32,exit,2515,1,550.0447761194029,84.2089552238806
42,exit,2555,1,550.0050251256284,103.6381909547738
82,entry,2567,1,350.0454545454546,121.45959595959599
63,entry,2585,1,350.015228426396,99.11167512690358
73,exit,2585,1,550.0900000000003,115.41500000000003
69,entry,2592,1,350.01515151515156,109.86363636363637
52,exit,2605,1,550.0101010101009,93.65151515151513
10,exit,2612,1,550.1791044776118,82.1691542288557
35,entry,2625,1,350.0454545454549,79.22222222222223
80,entry,2650,1,350.01010101010104,131.479797979798
