ID,Event,Frame,Cell kind,Coordinates
22,entry,1319,1,350.0452261306531,64.60804020100502
87,entry,1414,1,350.08040201005036,128.59798994974878
99,entry,1496,1,350.0753768844222,136.67839195979903
33,entry,1538,1,350.0301507537691,64.8542713567839
44,entry,1571,1,350.05499999999995,90.39000000000013
55,entry,1680,1,350.25999999999993,67.78000000000002
77,entry,1683,1,350.0201005025126,128.0452261306533
20,entry,1814,1,350.04522613065336,69.05527638190958
66,entry,1848,1,350.125,123.76499999999996
75,entry,1883,1,350.18499999999995,112.18500000000003
65,entry,1922,1,350.0399999999999,135.92499999999998
21,entry,1934,1,350.02010050251255,67.45728643216083
76,entry,2016,1,350.0099502487564,125.23880597014923
64,entry,2038,1,350.01005025125625,110.8090452261306
31,entry,2078,1,350.1592039800995,68.42288557213934
73,entry,2111,1,350.2000000000001,114.12500000000001
54,entry,2122,1,350.13432835820885,84.16417910447763
43,entry,2134,1,350.08000000000015,96.71999999999997
19,entry,2192,1,350.08500000000043,66.30999999999997
97,entry,2200,1,350.14070351758795,132.8894472361809
74,entry,2224,1,350.0351758793969,120.4120603015075
53,entry,2295,1,350.070351758794,78.69849246231155
32,entry,2304,1,350.00000000000006,92.52763819095473
98,entry,2438,1,350.00000000000006,135.36180904522612
8,entry,2456,1,350.08542713567846,64.08040201005026
42,entry,2459,1,350.07537688442216,78.5427135678392
62,entry,2459,1,350.0050251256282,101.49748743718591
61,entry,2478,1,350.01507537688474,124.77386934673368
70,entry,2506,1,350.23499999999996,113.32000000000005
17,entry,2679,1,350.0251256281406,76.68844221105525
63,entry,2711,1,350.065326633166,94.32160804020101
22,exit,2806,1,550.0301507537685,96.1005025125628
30,entry,2836,1,350.0502512562815,62.92964824120602
80,entry,2868,1,350.15151515151535,102.31313131313132
60,entry,2943,1,350.07575757575773,117.04545454545455
40,entry,2958,1,350.01005025125625,88.17587939698493
84,entry,2978,1,350.0050251256282,130.45226130653256
87,exit,3010,1,550.1000000000001,106.6
18,entry,3181,1,350.0000000000001,72.24499999999999
72,entry,3250,1,350.10999999999996,110.33
88,entry,3303,1,350.05050505050497,124.13636363636365
51,entry,3318,1,350.09644670050756,91.62436548223351
96,entry,3338,1,350.0000000000001,134.07070707070702
27,entry,3339,1,350.0753768844223,80.72361809045233
44,exit,3369,1,550.1557788944721,89.06532663316581
33,exit,3431,1,550.010050251256,108.7386934673367
75,exit,3470,1,550.0100000000003,98.70500000000003
39,entry,3513,1,350.0301507537689,97.59296482412063
58,entry,3533,1,350.0199999999999,112.67499999999998
55,exit,3566,1,550.0904522613063,109.50753768844223
20,exit,3583,1,550.0252525252529,97.98484848484844
6,entry,3622,1,350.01010101010087,64.81818181818178
95,entry,3669,1,350.0454545454546,134.03030303030297
9,entry,3702,1,350.01515151515173,85.20707070707068
64,exit,3748,1,550.1206030150752,96.33668341708538
73,exit,3808,1,550.0248756218908,86.22388059701493
37,entry,3849,1,350.09595959595947,103.9949494949495
38,entry,3857,1,350.09045226130655,93.30150753768842
21,exit,3861,1,550.0753768844222,104.62311557788946
11,entry,3872,1,350.02,72.72000000000004
93,entry,3913,1,350.035175879397,126.35678391959794
77,exit,3922,1,550.105,115.76
31,exit,4044,1,550.150753768844,119.2311557788944
76,exit,4074,1,550.0201005025126,88.09547738693473
83,entry,4076,1,350.1060606060607,117.59595959595964
16,entry,4091,1,350.005025125628,76.89949748743717
5,entry,4117,1,350.01010101010104,64.15151515151518
99,exit,4153,1,550.0845771144278,115.86567164179107
66,exit,4167,1,550.1105527638189,101.3316582914573
43,exit,4248,1,550.0653266331651,117.2462311557789
59,entry,4260,1,350.06060606060623,108.02020202020202
48,entry,4303,1,350.00000000000006,88.09595959595956
94,entry,4318,1,350.02512562814053,137.30150753768854
54,exit,4324,1,550.1194029850749,99.73631840796018
19,exit,4356,1,550.23,87.64000000000003
4,entry,4407,1,350.04040404040387,65.73232323232322
28,entry,4412,1,350.05025125628134,75.84422110552764
85,entry,4462,1,350.1363636363635,124.29797979797982
97,exit,4479,1,550.2149999999999,98.19999999999999
69,entry,4503,1,350.0552763819096,101.28643216080398
74,exit,4568,1,550.1049999999997,85.94000000000005
42,exit,4609,1,550.0452261306527,75.83919597989943
35,entry,4615,1,350.0353535353537,82.91414141414141
65,exit,4638,1,550.0301507537688,102.04020100502512
34,entry,4678,1,350.1299999999999,91.73500000000001
45,entry,4711,1,350.0050251256282,104.96482412060296
36,entry,4750,1,350.01515151515156,78.69696969696967
32,exit,4757,1,550,100.31155778894468
10,entry,4774,1,350.1005025125629,66.01507537688447
82,entry,4816,1,350.13567839195986,126.45728643216077
17,exit,4817,1,550.1849999999997,77.95999999999998
63,exit,4835,1,550.1300000000001,89.89000000000001
53,exit,4883,1,550.2149999999999,100.41000000000004
80,exit,4925,1,550.2487562189056,78.11940298507461
25,entry,4981,1,350.10101010100993,82.27777777777774
57,entry,4991,1,350.0703517587939,107.78894472361806
61,exit,4997,1,550.0050251256279,113.08040201005028
70,exit,5019,1,550.0351758793969,86.69346733668344
8,exit,5053,1,550.1750000000004,99.52000000000007
67,entry,5095,1,350.0808080808083,124.93939393939391
62,exit,5127,1,550.0649999999996,112.555
60,exit,5198,1,550.0649999999997,97.29999999999998
98,exit,5220,1,550.0250000000004,117.64500000000001
86,entry,5238,1,350.03015075376885,136.75879396984934
29,entry,5249,1,350.02010050251266,65.80402010050256
23,entry,5311,1,350.00000000000006,88.99497487437183
30,exit,5313,1,550.3316582914575,100.46231155778898
56,entry,5331,1,350.09547738693476,100.4572864321608
68,entry,5405,1,350.1150000000001,113.095
51,exit,5454,1,550.0402010050252,118.12562814070345
72,exit,5477,1,550.0199999999998,102.96000000000001
78,entry,5484,1,350.0606060606061,125.64646464646462
14,entry,5499,1,350.0151515151516,75.510101010101
40,exit,5506,1,550.1199999999999,91.00499999999998
46,entry,5611,1,350.0804020100503,96.05025125628138
96,exit,5625,1,550.0849999999998,121.89499999999998
84,exit,5651,1,550.0301507537685,99.05025125628141
88,exit,5777,1,550.0299999999996,109.10000000000001
18,exit,5794,1,550.0351758793969,95.62814070351756
27,exit,5812,1,550.0452261306527,81.12562814070354
71,entry,5819,1,350.0402010050251,116.2814070351759
47,entry,5840,1,350.05527638190955,87.58291457286438
81,entry,5843,1,350.07537688442216,137.00000000000006
52,entry,5917,1,350.01005025125636,101.85929648241209
39,exit,5931,1,550.0500000000006,97.34499999999998
37,exit,5934,1,550.0250000000002,110.49999999999997
6,exit,5969,1,550.0049999999999,81.12500000000001
79,entry,5978,1,350.00502512562804,125.95979899497489
